year,cat_num,entries,cat_name,gold_beer,gold_brewery,gold_city,gold_state,silver_beer,silver_brewery,silver_city,silver_state,bronze_beer,bronze_brewery,bronze_city,bronze_state
2008,70.0,19.0,Sweet Stout,Cream Stout,Redwood Brewing,Flint,MI,Milk Stout,Left Hand Brewing Co.,Longmont,CO,Cow Stout,Pizza Port,Carlsbad,CA
2008,65.0,30.0,Brown Porter,BlackWatch Cream Porter,Pyramid Breweries,Seattle,WA,FireHouse Porter,FireHouse Grill & Brewery,Sunnyvale,CA,Prospector Porter,Tommyknocker Brewery,Idaho Springs,CO
2008,42.0,48.0,Classic English-Style Pale Ale,Full Sail Pale Ale,Full Sail Brewing,Hood River,OR,Clipper City Pale Ale,Clipper City Brewing,Baltimore,MD,Summit Extra Pale Ale,Summit Brewing,Saint Paul,MN
2008,63.0,53.0,Belgian-Style Abbey Ale,Bishop’s Tipple Trippel,Main Street Brewery,Corona,CA,Abbey Dubbel,Flying Fish Brewing Co.,Cherry Hill,NJ,6th Glass,Boulevard Brewing,Kansas City,MO
2008,71.0,32.0,Oatmeal Stout,Oatmeal Stout,Gella's Diner,Hays,KS,Velvet Merkin,Firestone Walker,Paso Robles,CA,Oatmeal Stout,Schooner’s Grille & Brewery,Antioch,CA
2008,3.0,52.0,American-Style Hefeweizen,Henry Weinhard’s Hefeweizen,MillerCoors,Milwaukee,WI,Hefeweizen,Widmer Brothers Brewing,Portland,OR,Whitetail Wheat,Montana Brewing,Billings,MT
2008,24.0,34.0,Bohemian-Style Pilsener,Pleasantville Pils,Durango Brewing Co.,Durango,CO,Pallavicini Pilsner,Pug Ryans Brewery,Dillon,CO,Double Aught,Bear Republic Brewing,Healdsburg,CA
2008,61.0,34.0,Belgian- and French-Style Ale,Redemption,Russian River Brewing,Santa Rosa,CA,Pride,Midnight Sun Brewing Co.,Anchorage,AK,Rare Vos,Brewery Ommegang,Cooperstown,NY
2008,38.0,18.0,Baltic-Style Porter,Kick in the Baltic Porter,Bluegrass Brewing Co.,Louisville,KY,Killer Kowalski,Flossmoor Station,Flossmoor,IL,SMP,Sixpoint Craft Ales,Brooklyn,NY
2008,22.0,22.0,International-Style Pilsener,Session Premium Lager,Full Sail Brewing,Hood River,OR,Yep Still Boneheads,The SandLot,Denver,CO,OE 800,MillerCoors,Milwaukee,WI
2008,28.0,29.0,American-Style Lager or Premium Lager,Olympia,Pabst Brewing,Woodridge,IL,Blatz,Pabst Brewing,Woodridge,IL,Henry Weinhard’s Private Reserve,MillerCoors,Milwaukee,WI
2008,27.0,25.0,America-Style Light Lager,Coors Light,MillerCoors,Milwaukee,WI,Old Milwaukee Light,Pabst Brewing,Woodridge,IL,Keystone Light,MillerCoors,Milwaukee,WI
2008,5.0,72.0,Herb and Spice or Chocolate Beer,Russian Roulette,Minneapolis Town Hall Brewery,Minneapolis,MN,Pangaea,Dogfish Head Brewery,Milton,DE,State Beach Blonde,Pizza Port,Carlsbad,CA
2008,56.0,27.0,German-Style Altbier,The Detroit Dwarf,The Detroit Beer Co.,Detroit,MI,Railyard Ale,Titletown Brewing Co.,Green Bay,WI,All The Way Alt,Desert Edge Brewery,Salt Lake City,UT
2008,72.0,44.0,Imperial Stout,BORIS The Crusher Oatmeal-Imperial Stout,Hoppin’ Frog Brewing Co.,Akron,OH,Night Rider Imperial Stout,Pizza Port,Carlsbad,CA,Yeti Imperial Stout,Great Divide Brewing,Denver,CO
2008,41.0,34.0,English-Style Summer Ale,Surfer’s Summer Ale,Pelican Pub,Pacific City,OR,Montgomery Blonde,Montgomery Brewing Co.,Montgomery,AL,312 ‘Urban Wheat Ale’,Goose Island Beer Co.,Chicago,IL
2008,52.0,24.0,Scottish-Style Ale,Highland Courage,Rock Bottom,Bethesda,MD,Dells Chief Amber Ale,Dells Brewing Co.,Wisconsin Dells,WI,Railbender Ale,Erie Brewing,Erie,PA
2008,59.0,53.0,Belgian-Style Witbier,Mothership Wit/Organic Wheat Beer,New Belgium Brewing,Fort Collins,CO,Belgian Wit,Redrock Brewery,Salt Lake City,UT,Squatters Wit,Utah Brewers,Salt Lake City,UT
2008,2.0,21.0,American-Style Wheat Beer,Pyramid Crystal Wheat Ale,Pyramid Breweries,Seattle,WA,Spanish Peak Crystal Weiss,Spanish Peaks Brewing,Stamford,CT,American Wheat,Gella's Diner,Hays,KS
2008,45.0,71.0,American-Style Strong Pale Ale,Hop Bomb,Rock Bottom,Louisville,CO,Nectar Pale,Firestone Walker,Paso Robles,CA,Organic IPA,Hopworks Urban Brewery,Portland,OR
2008,50.0,42.0,Bitter or Pale Mild Ale,Drop Top,Widmer Brothers Brewing,Portland,OR,Hopsmith Pale Ale,Bull & Bush Brewery,Denver,CO,Sawtooth Ale,Left Hand Brewing Co.,Longmont,CO
2008,7.0,21.0,Specialty Beer,Red & White,Dogfish Head Brewery,Milton,DE,Hazelnut Brown Nectar,Rogue Ales,Portland,OR,Palo Santo Marron,Dogfish Head Brewery,Milton,DE
2008,51.0,43.0,Extra Special Bitter or Strong Bitter,Bachelor ESB,Deschutes Brewery,Bend,OR,Sweetwater Motorboat ESB,Sweetwater Brewing,Atlanta,GA,Standing Wave Pale Ale,Kannah Creek Brewing Co.,Grand Junction,CO
2008,55.0,47.0,American-Style Brown Ale,Kick-Ass Brown,C. H. Evans Brewing,Albany,NY,Bitch Creek ESB,Grand Teton Brewing,Victor,ID,Bad Dog Brown Ale,Elk Grove Brewery,Elk Grove,CA
2008,66.0,47.0,Robust Porter,Nolan’s Porter,Barrio Brewing Co.,Tucson,AZ,Sweet Sanderine Porter,Il Vicino Brewing,Albuquerque,NM,Pacemaker Porter,Flyers Restaurant and Brewery,Oak Harbor,WA
2008,43.0,28.0,English-Style India Pale Ale,,,,,,,,,Hop Daddy IPA,Main Street Brewery,Corona,CA
2008,39.0,40.0,Golden or Blonde Ale,Steelhead Extra Pale Ale,Mad River Brewing Co.,Blue Lake,CA,Alaskan Summer Ale,Alaskan Brewing,Juneau,AK,All Nighter,Chicago Brewing,Las Vegas,NV
2008,62.0,29.0,Belgian-Style Lambic or Sour Ale,Lambic de Hill,Iron Hill Brewery,Wilmington,DE,Upstream Gueuze-Lambic,Upstream Brewing,Omaha,NE,Cassis de Hill,Iron Hill Brewery,Wilmington,DE
2008,35.0,23.0,German-Style Schwarzbier,B3K,Wynkoop Brewing,Denver,CO,Cherny Bock,Bohemian Brewery,Midvale,UT,Black Noddy Lager,Buckbean Brewing Co.,Reno,NV
2008,13.0,10.0,Gluten-Free Beer,Redbridge,Anheuser-Busch,St. Louis,MO,New Grist,Lakefront Brewery,Milwaukee,WI,Chinquapin Butte Golden Ale,Deschutes Brewery,Bend,OR
2008,68.0,28.0,Foreign-Style Stout,Whiteface Black Diamond Stout,Great Adirondack Brewing Co.,Lake Placid,NY,Black Bear XX Stout,Alameda Brewhouse,Portland,OR,Black Hole XXX Stout,Chelsea Brewing,New York,NY
2008,17.0,79.0,Wood- and Barrel-Aged Strong Beer,Bourbon Barrel Barleywine,Central Waters Brewing Co.,Amherst,WI,The Legend of the Liquid Brain Imperial Stout,Bull & Bush Brewery,Denver,CO,Golden Delicious,Captain Lawrence Brewing,Pleasantville,NY
2008,74.0,40.0,Old Ale or Strong Ale,AleSmith Decadence Old Ale,AleSmith Brewing,San Diego,CA,Old Scrooge,Silver City Brewery,Silverdale,WA,Old Scratch Barley Wine ‘99,Great Dane Pub,Madison,WI
2008,58.0,32.0,German-Style Wheat Ale,I’m Half the Beer I Used to Be,BJ's Restaurant & Brewery,Huntington Beach,CA,Dark-n-Curvy Dunkelweizen,Piece Brewery,Chicago,IL,Wasatch Hefeweizen,Wasatch Brewery,Park City,UT
2008,60.0,37.0,French- and Belgian-Style Saison,Saison,Iron Hill Brewery,Wilmington,DE,Saison,Nodding Head Brewing,Philadelphia,PA,Luciernaga,Jolly Pumpkin Artisan Ales,Dexter,MI
2008,11.0,32.0,Other Strong Beer,Derail Ale,Durango Brewing Co.,Durango,CO,Imperial Oatmeal Stout,Boundary Bay Brewery,Bellingham,WA,FiftyFifty Imperial Stout,FiftyFifty Brewing Co.,Truckee,CA
2008,69.0,23.0,American-Style Stout,Terminal Stout,Rock Bottom,Louisville,CO,Black Mocha Stout,Highland Brewing Co.,Asheville,NC,Troegs Dead Reckoning,Troegs Brewery,Harrisburg,PA
2008,18.0,27.0,Wood- and Barrel-Aged Sour Beer,Beekeeper,Bullfrog Brewery,Williamsport,PA,Cherry Dubbel,Iron Hill Brewery,Wilmington,DE,Cascade Kriek Ale,Cascade Brewery,Portland,OR
2008,30.0,28.0,Vienna-Style Lager,Vienna Red Lager,Iron Hill Brewery,Wilmington,DE,Oaktoberfest,Firestone Walker,Paso Robles,CA,Clipper City MarzHon,Clipper City Brewing,Baltimore,MD
2008,75.0,55.0,Barley Wine-Style Ale,Treblehook,Redhook Ale Brewery,Portland,OR,AleSmith Old Numbskull,AleSmith Brewing,San Diego,CA,Scratch #4 “The Flying Mouflan”,Troegs Brewery,Harrisburg,PA
2008,10.0,33.0,Session Beer,3.2 Unfiltered Wheat Beer,Boulevard Brewing,Kansas City,MO,USS Minnow Mild Ale,Dry Dock Brewing,Aurora,CO,Blonde Bombshell,Cascade Lakes Brewing Co.,Redmond,OR
2008,64.0,44.0,Belgian-Style Strong Specialty Ale,Darth Delirium,Moose’s Tooth Brewing Co.,Anchorage,AK,Brother David’s Double,Anderson Valley Brewing,Boonville,CA,Golden Armor,CB & Potts Restaurant & Brewery,Highlands Ranch,CO
2008,23.0,44.0,German-Style Pilsener,Kaiser Pilsner,Pennsylvania Brewing,Pittsburgh,PA,Party Pants Pilsener,Pizza Port,Carlsbad,CA,Prima Pils,Victory Brewing Co.,Downingtown,PA
2008,20.0,23.0,Kellerbier or Zwickelbier,Helles Keller,Fredericksburg Brewing,Fredericksburg,TX,Hell In Keller,Uncle Billy’s Brew & Que,Austin,TX,Zwickel,Chama River Brewing,Albuquerque,NM
2008,44.0,76.0,American-Style Pale Ale,Mission Street Pale,Firestone Walker,Paso Robles,CA,Drake’s 1500 Pale,Drake’s Brewing Co.,San Leandro,CA,Firestone Pale 31,Firestone Walker,Paso Robles,CA
2009,56.0,41.0,English Style Brown Ale,Longboard Brown,Rock Bottom,La Jolla,CA,Buster Nut Brown,Ska Brewing,Durango,CO,Good Grief Brown,Pizza Port,Carlsbad,CA
2009,57.0,43.0,American-Style Brown Ale,Dirty Helen Brown Ale,Barley Island Brewing Co.,Noblesville,IN,Cheyenne Cañon Ale,Bristol Brewing,Colorado Springs,CO,Great American Brown,Pizza Port,Carlsbad,CA
2009,3.0,43.0,American-Style Wheat Beer With Yeast,Haywire Hefeweizen,Pyramid Breweries,Seattle,WA,Hefeweizen,Widmer Brothers Brewing,Portland,OR,UFO Hefeweizen,Harpoon Brewery,Boston,MA
2009,18.0,110.0,Wood- and Barrel-Aged Strong Beer,Cereal Killer Barleywine,Arcadia Brewing Co.,Battle Creek,MI,Barrel Aged Gonzo,Flying Dog Brewery,Frederick,MD,Duck-Rabbit Barrel Aged Baltic Porter,The Duck-Rabbit Craft Brewery,Farmville,NC
2009,12.0,32.0,Experimental Beer,TPS Report,Trinity Brewing,Colorado Springs,CO,Bloody Beer,Shorts Brewing Co.,Bellaire,MI,Brabant,Avery Brewing,Boulder,CO
2009,49.0,78.0,American-Style Amber/Red Ale,Organic Rise Up Red,Hopworks Urban Brewery,Portland,OR,Red Rock,Triple Rock Brewery,Berkeley,CA,Hop Head Red,Green Flash Brewing Co.,Vista,CA
2009,67.0,70.0,Belgian Style Strong Specialty Ale,Revelations,Pizza Port,Carlsbad,CA,“100”,The Covey Restaurant & Brewery,Fort Worth,TX,Father Damien Abbey Ale,Maui Brewing,Lahaina,HI
2009,48.0,77.0,Imperial India Pale Ale,Organic Ace of Spades Imperial IPA,Hopworks Urban Brewery,Portland,OR,Denogginizer,Drake’s Brewing Co.,San Leandro,CA,Hip Hop Double IPA,Hollister Brewing Co.,Goleta,CA
2009,20.0,32.0,Aged Beer,Horn Dog Vintage 2007,Flying Dog Brewery,Frederick,MD,St. Bob’s Imperial Stout,IL Vicino Brewing Co.,Albuquerque,NM,Winterfest 2008,Utah Brewers,Salt Lake City,UT
2009,37.0,40.0,Bock,Troegenator,Troegs Brewery,Harrisburg,PA,May Bock,Backcountry Brewery,Frisco,CO,Fornicator,Piece Brewery,Chicago,IL
2009,70.0,19.0,Classic Irish-Style Dry Stout,Dark Starr Stout,Starr Hill Brewing,Crozet,VA,Three Steve Stout,Cambridge Brewing,Torrington,CT,Pub Dog Black Dog Stout,DOG Brewing Co.,Westminster,MD
2009,76.0,37.0,Scotch Ale,Reed’s Wee Heavy,Pizza Port,Carlsbad,CA,BagPiper’s Scotch Ale,Fegley’s Allentown & Bethlehem Brew Works,Allentown,PA,MacPelican’s Wee Heavy Ale,Pelican Pub,Pacific City,OR
2009,78.0,54.0,Barley Wine Style Ale,Old Inventory Barley Wine,Valley Brewing Co.,Stockton,CA,Treblehook,Redhook Ale Brewery,Woodinville,WA,Old Ruffian Barley Wine,Great Divide Brewing,Denver,CO
2009,36.0,34.0,German Style Schwarzbier,Schwarzbier,Iron Hill Brewery,Wilmington,DE,Schwarzbier,Chuckanut Brewery,Bellingham,WA,Dark Helmet,Titletown Brewing Co.,Green Bay,WI
2009,41.0,43.0,German Style Kölsch,Kolsch,Sierra Nevada Brewing,Chico,CA,Clearwater Kolsch,RAM Restaurant & Brewery,Tacoma,WA,Stoudts Kolsch,Stoudt Brewery,Adamstown,PA
2009,74.0,31.0,Oatmeal Stout,Ernest’s Silky Smoove,Pizza Port,San Clemente,CA,Oatmeal Stout,Schooner’s Grille & Brewery,Antioch,CA,Sleeping Dog Stout,Chama River Brewing,Albuquerque,NM
2009,10.0,27.0,Session Beer,KinderPils,Triumph Brewing,Philadelphia,PA,Firestone Xtra Pale,Firestone Walker,Paso Robles,CA,Bam Biere,Jolly Pumpkin Artisan Ales,Dexter,MI
2009,69.0,57.0,Robust Porter,Pt. Reyes Porter,Marin Brewing,Larkspur,CA,Mocha Porter,Rogue Ales,Newport,OR,Pirate’s Porter,Sullivan’s Black Forest Brew Haus & Grill,Frankenmuth,MI
2009,19.0,45.0,Wood- and Barrel-Aged Sour Beer,Bourbonic Plague,Cascade Brewery,Portland,OR,Vlad the Impaler,Cascade Brewery,Portland,OR,Phruit Phunk,Nodding Head Brewing,Philadelphia,PA
2009,31.0,25.0,Vienna-Style Lager,Vienna Lager,Chuckanut Brewery,Bellingham,WA,Vienna Lager,Devil’s Backbone Brewing Co.,Roseland,VA,Clipper City Marzhon Vienna Lager,Clipper City Brewing,Baltimore,MD
2009,61.0,38.0,German-Style Wheat Ale,Hefeweizen,Triumph Brewing,New Hope,PA,Weizenbock,The Covey Restaurant & Brewery,Fort Worth,TX,Upslope Dunkel Weizen,Upslope Brewing Co.,Boulder,CO
2009,62.0,53.0,Belgian-Style Witbier,ZON,Boulevard Brewing,Kansas City,MO,Belgian White,Big Dog’s Brewing Co.,Las Vegas,NV,Wits End,Great American Restaurants,Centreville,VA
2009,53.0,47.0,Extra Special Bitter or Strong Bitter,ESB,Redhook Ale Brewery,Woodinville,WA,Motorboat ESB,SweetWater Brewing Co.,Atlanta,GA,Colorado Boy IPA,Colorado Boy Pub & Brewery,Ridgway,CO
2009,47.0,134.0,American-Style India Pale Ale,Union Jack,Firestone Walker,Paso Robles,CA,Sculpin IPA,Ballast Point Brewing,San Diego,CA,Blind Pig IPA,Russian River Brewing,Santa Rosa,CA
2009,65.0,29.0,Belgian-Style Lambic or Sour Ale,Duck Duck Gooze,The Lost Abbey,San Marcos,CA,Red Rock,Big Rock Chop House,Birmingham,MI,Supplication,Russian River Brewing,Santa Rosa,CA
2009,64.0,41.0,Belgian and French-Style Ale,Carnevale,The Lost Abbey,San Marcos,CA,Demolition,Goose Island Beer Co.,Chicago,IL,Collaborative Evil-Sacramento,Sacramento Brewing Co.,Sacramento,CA
2009,66.0,58.0,Belgian-Style Abbey Ale,Signature Dubbel,Choc Beer Co.,Krebs,OK,Tripel,Allagash Brewing Co.,Portland,ME,Deschutes Brewery Quad,Deschutes Brewery,Bend,OR
2009,25.0,39.0,Bohemian-Style Pilsener,Vermont Lager,Otter Creek Brewing,Middlebury,VT,Gordon Biersch Czech Pilsner,Gordon Biersch Brewery,Broomfield,CO,Bell’s Lager Beer,Bell’s Brewery,Galesburg,MI
2009,46.0,70.0,American-Style Strong Pale Ale,Racer 5 IPA,Bear Republic Brewing,Cloverdale,CA,Hopshot IPA,Beaver St. Brewery,Flagstaff,AZ,IPA Nectar,Firestone Walker,Paso Robles,CA
2009,55.0,32.0,Irish-Style Red Ale,Ridgetop Red,Silver City Brewery,Silverdale,WA,Colorado Boy Irish,Colorado Boy Pub & Brewery,Ridgway,CO,Saranac Irish Red Ale,Saranac/F.,X. Matt Brewing Co.Utica,NY
2009,35.0,15.0,American-Style Dark Lager,Session Black Premium Lager,Full Sail Brewing,Portland,OR,Roadrunner Red Lager,Thunder Canyon Brewery,Tucson,AZ,Saranac Black Forest,Saranac/F.,X. Matt Brewing Co.Utica,NY
2009,39.0,16.0,Baltic-Style Porter,Duck-Rabbit Baltic Porter,The Duck-Rabbit Craft Brewery,Farmville,NC,Danzig,Devil’s Backbone Brewing Co.,Roseland,VA,Veles Baltic Porter,Fire,House Grill & BrewerySunnyvale,CA
2009,63.0,56.0,French- and Belgian-Style Saison,Saison Vautour,McKenzie Brew House,Glen Mills,PA,Belgian Summer Ale,Great Adirondack Brewing Co.,Lake Placid,NY,Saison Du Bastone,Bastone Brewery,Royal Oak,MI
2009,23.0,13.0,International-Style Pilsener,Gold Leaf Lager,Devil’s Backbone Brewing Co.,Roseland,VA,OE800,Miller Brewing,Golden,CO,Gold Mountain Pilsner,Silver City Brewery,Silverdale,WA
2009,42.0,33.0,English-Style Summer Ale,Light Rock Ale,RJ Rockers Brewing Co.,Spartanburg,SC,Surfer’s Summer Ale,Pelican Pub,Pacific City,OR,True Blonde Ale,Ska Brewing,Durango,CO
2009,73.0,27.0,Sweet Stout,Cow Stout,Pizza Port,Carlsbad,CA,Cream Stout,Redwood Brewing,Flint,MI,Steel Toe Stout,Ska Brewing,Durango,CO
2009,11.0,44.0,Other Strong Beer,Cardiff,Glenwood Canyon Brewing,Glenwood Springs,CO,Winter Wheatwine,Rubicon Brewing Co.,Sacramento,CA,FiftyFifty Imperial Stout,Fifty,Fifty Brewing Co.Truckee,CA
2009,5.0,85.0,Herb and Spice or Chocolate Beer,Stillwater Rye,Montana Brewing,Billings,MT,Imperial Chocolate Stout,Rogue Ales,Newport,OR,Rude Elf’s Reserve,Fegley’s Allentown & Bethlehem Brew Works,Allentown,PA
2009,34.0,21.0,European Style Dunkel,Dunkel,Chuckanut Brewery,Bellingham,WA,Gordon Biersch Dunkles,Gordon Biersch Brewery,Broomfield,CO,Dunkel,AC Golden Brewing Co.,Golden,CO
2009,43.0,33.0,Classic English-Style Pale Ale,Mactarnahan’s Amber,Pyramid Breweries,Seattle,WA,Mirror Pond Pale Ale,Deschutes Brewery,Bend,OR,Hopfish,Flying Fish Brewing Co.,Cherry Hill,NJ
2009,75.0,56.0,Imperial Stout,Gonzo Imperial Porter,Flying Dog Brewery,Frederick,MD,Yeti Imperial Stout,Great Divide Brewing,Denver,CO,Sexual Chocolate Imperial Stout,Foothills Brewing,Winston-Salem,NC
2009,2.0,19.0,American-Style Wheat Beer,County Seat Wheat,Blind Tiger Brewery,Topeka,KS,Shredders Wheat,Barley Brothers Brewery,Baker City,OR,Double Eagle Ale,Rockyard Brewing Co.,Castle Rock,CO
2009,28.0,25.0,American-Style Light Lager,Budweiser Select,Anheuser-Busch,Saint Louis,MO,Keystone Light,Coors Brewing,Golden,CO,Michelob Ultra,Anheuser-Busch,Saint Louis,MO
2009,22.0,43.0,Smoke Beer,Smokejumper,Left Hand Brewing Co.,Longmont,CO,Up In Smoke,Fat Head’s Brewery & Saloon,North Olmsted,OH,Diesel Imperial Smoked Porter,21st Amendment,San Francisco,CA
2009,72.0,22.0,American-Style Stout,Liberty Stout,Gella's Diner,Hays,KS,Troegs Dead Reckoning,Troegs Brewery,Harrisburg,PA,Stonefly Oatmeal Stout,Third Street Ale Works,Santa Rosa,CA
2009,71.0,20.0,Foreign-Style Stout,Space Stout,Laurelwood Brewing,Portland,OR,San Quentin’s Breakout Stout,Marin Brewing,Larkspur,CA,Whiteface Black Diamond Stout,Great Adirondack Brewing Co.,Lake Placid,NY
2009,17.0,33.0,Wood- and Barrel-Aged Beer,Humidor Series IPA,Cigar City Brewing,Tampa,FL,Red Woody,Goose Island Beer Co.,Chicago,IL,Red Brick Anniversary Ale 15,Red Brick-Atlanta Brewing Co.,Atlanta,GA
2009,52.0,45.0,Ordinary or Special Bitter,Big Rapid Red,Beaver St. Brewery,Flagstaff,AZ,Cutthroat Pale Ale,Uinta Brewing,Salt Lake City,UT,Numbers Ale,Red Brick-Atlanta Brewing Co.,Atlanta,GA
2009,45.0,108.0,American-Style Pale Ale,Sweetgrass IPA,Grand Teton Brewing,Victor,ID,44 Pale Ale,Colorado Brewing Co./Draft House,Boulder,CO,Tumble Off Pale Ale,Barley Brothers Brewery,Baker City,OR
2009,8.0,21.0,Rye Beer,Crazy Jackass Ale,Great American Restaurants,Centreville,VA,Blue Point Brewing Co. RastafaRye,Blue Point Brewing Co.,Patchogue,NY,Hoss,Great Divide Brewing,Denver,CO
2009,21.0,27.0,Kellerbier or Zwickelbier,Hell In Keller,Uncle Billy’s Brew & Que,Austin,TX,Natural Born Keller,Devil’s Backbone Brewing Co.,Roseland,VA,Red Rock Organic Zwickel Bier,Red Rock Brewing,Salt Lake City,UT
2009,26.0,31.0,Munich-Style Helles,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX,Where the Helles Bill?,The Sand,LotDenver,CO,Gordon Biersch Golden Export,Gordon Biersch Brewery,Broomfield,CO
2009,58.0,35.0,German Style Altbier,Bismarck Altbier,Dry Dock Brewing,Aurora,CO,Boca Alt,Brewzzi West Palm,West Palm Beach,FL,Gordon Biersch Alt Bier,Gordon Biersch Brewery,Broomfield,CO
2009,60.0,66.0,South German-Style Hefeweizen,Top Heavy Hefeweizen,Piece Brewery,Chicago,IL,U-Boat Hefeweizen,Dry Dock Brewing,Aurora,CO,Wiezen,Redhook Ale Brewery,Portsmouth,NH
2009,38.0,21.0,German Style Doppelbock or Eisbock,The Kaiser,Avery Brewing,Boulder,CO,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA,Carbonator,Glenwood Canyon Brewing,Glenwood Springs,CO
2009,7.0,21.0,Specialty Beer,Chateau Jiahu,Dogfish Head Brewery,Milton,DE,Palo Santo Marron,Dogfish Head Brewery,Milton,DE,Drunken Angel,Rock Bottom,Chicago,IL
2009,32.0,45.0,German Style Märzen,Dogtoberfest,Flying Dog Brewery,Frederick,MD,Reines Marzen,Dry Dock Brewing,Aurora,CO,Rocktoberfest,Rock Bottom,Long Beach,CA
2009,68.0,38.0,Brown Porter,St. Charles Porter,Blackstone Brewing,Nashville,TN,Lazy Jake Porter,Long Valley Pub,Long Valley,NJ,Black Butte Porter,Deschutes Brewery,Bend,OR
2009,40.0,43.0,Golden or Blonde Ale,Golden Spike,Tustin Brewing Co.,Tustin,CA,Kiwanda Cream Ale,Pelican Pub,Pacific City,OR,Red Rock Blonde Ale,Red Rock Brewing,Salt Lake City,UT
2009,54.0,29.0,Scottish-Style Ale,Railbender Ale,Erie Brewing,Erie,PA,Kilt Lifter,Four Peaks Brewing,Tempe,AZ,Cold Smoke Scotch Ale,Kettlehouse Brewing Co.,Missoula,MT
2009,9.0,36.0,Specialty Honey Beer,Countdown Honey Brown,Thunder Canyon Brewery,Tucson,AZ,George’s Fault,Nodding Head Brewing,Philadelphia,PA,Midas Touch,Dogfish Head Brewery,Milton,DE
2009,51.0,17.0,English Style Mild Ale,Sara’s Ruby Mild,Magnolia Gastropub,San Francisco,CA,AK Session,Snake River Brewing,Jackson,WY,Coyote Moon,Snipes Mountain Brewing,Sunnyside,WA
2009,27.0,20.0,Dortmunder or German-Style Oktoberfest,Move Back,The SandLot,Denver,CO,Greenside Up,The Sand,LotDenver,CO,Capital Bavarian Lager,Capital Brewery,Middleton,WI
2009,15.0,51.0,American-Belgo-Style Ale,Exit 4,Flying Fish Brewing Co.,Cherry Hill,NJ,The Crow and The Sparrow,Rock Bottom,Chicago,IL,Temperance,Mountain Sun Pub,Boulder,CO
2009,50.0,36.0,Imperial Red Ale,Shark Attack,Pizza Port,Solana Beach,CA,547 HaightThe Toronado San Francisco’s 20th Anniversary Imperial Red Ale,Pizza Port,Carlsbad,CA,Organic Deranger Imperial Red,Laurelwood Brewing,Portland,OR
2009,44.0,40.0,English-Style India Pale Ale,Beech Street Bitter,Pizza Port,Carlsbad,CA,IPA,Goose Island Beer Co.,Chicago,IL,Brewer’s Alley India Pale Ale,Brewer’s Alley Restaurant and Brewery,Frederick,MD
2009,13.0,82.0,Out of Category – Traditionally Brewed Beer,W ‘10,Widmer Brothers Brewing,Portland,OR,Brooklyner-Schneider Hopfen-Weisse,Brooklyn Brewery,Brooklyn,NY,S1NIST0R Black Ale,10 Barrel Brewing Co.,Bend,OR
2009,14.0,10.0,Gluten-Free Beer,Celia Framboise,The Alchemist,Waterbury,VT,Redbridge,Anheuser-Busch,Saint Louis,MO,Celia IPA,The Alchemist,Waterbury,VT
2009,77.0,29.0,Old Ale or Strong Ale,Old Scrooge ‘98,Silver City Brewery,Silverdale,WA,Outback X,Bend Brewing,Bend,OR,4th Dementia Old Ale,Kuhnhenn Brewing Co.,Warren,MI
2009,24.0,48.0,German-Style Pilsener,106 Pilsner,Rock Bottom,Milwaukee,WI,Pilsner,Chuckanut Brewery,Bellingham,WA,Troegs Sunshine Pils,Troegs Brewery,Harrisburg,PA
2009,1.0,24.0,American-Style Cream Ale or Lager,Milwaukee’s Best,Miller Brewing,Golden,CO,Hamm’s,Miller Brewing,Golden,CO,Red Dog,Miller Brewing,Golden,CO
2009,30.0,23.0,American-Style Specialty Lager,Keystone Ice,Coors Brewing,Golden,CO,Pre-Pro,Coors Brewing,Golden,CO,Steel Reserve,Miller Brewing,Golden,CO
2009,4.0,104.0,Fruit Beer or Field Beer,Raspberry Creek,Breakwater Brewing Co.,Oceanside,CA,Magnolia’s Peach,BJ's Restaurant & Brewery,Huntington Beach,CA,Raspberry Tart,New Glarus Brewing,New Glarus,WI
2009,29.0,34.0,American-Style Lager or Premium Lager,Coors Banquet,Coors Brewing,Golden,CO,Miller High Life,Miller Brewing,Golden,CO,Totally Naked,New Glarus Brewing,New Glarus,WI
2009,6.0,45.0,Coffee Flavored Beer,Dude! Where’s My Vespa?,Rock Bottom,Arlington,VA,Overcast Espresso Stout,Oakshire Brewing,Eugene,OR,Coffee Bender,Surly Brewing Co.,Brooklyn Center,MN
2009,16.0,32.0,American-Style Sour Ale,Rosso e Marrone,Captain Lawrence Brewing,Pleasantville,NY,Raspberry Torte,Iron Hill Brewery,Wilmington,DE,Diamond Kings ‘09,Brugge Brasserie,Indianapolis,IN
2009,59.0,13.0,German-Style Sour Ale,Berliner Weisse,Southampton Publick House,Southampton,NY,NBB Love,New Belgium Brewing,Fort Collins,CO,Bad Kitty,Brugge Brasserie,Indianapolis,IN
2009,33.0,45.0,American-Style Amber Lager,Durango Colorfest,Durango Brewing Co.,Durango,CO,Killian’s Red,Coors Brewing,Golden,CO,Michelob Marzen,Michelob Brewing Co.,Saint Louis,MO
2010,21.0,30.0,Aged Beer,John Barleycorn Barleywine ‘06,Mad River Brewing Co.,Blue Lake,CA,Cherry Baltic,Bend Brewing,Bend,OR,Bell’s Expedition Stout (1995),Bell’s Brewery,Galesburg,MI
